"","Sample","DPE","Flask","Individual","Strain","Family2","Group","Sample_name","fam_abundance","group2"
"23","A10r-L7_S9",22,"A10",7,"Aquaculture salmon strain","Flavobacteriaceae","Gut_Add-r","A10_7",0,"Gut_Add-r: Aquaculture salmon strain"
"24","A10r-L7_S9",22,"A10",7,"Aquaculture salmon strain","Geodermatophilaceae","Gut_Add-r","A10_7",0,"Gut_Add-r: Aquaculture salmon strain"
"25","A10r-L7_S9",22,"A10",7,"Aquaculture salmon strain","Lactobacillaceae","Gut_Add-r","A10_7",0,"Gut_Add-r: Aquaculture salmon strain"
"26","A10r-L7_S9",22,"A10",7,"Aquaculture salmon strain","Methylobacteriaceae","Gut_Add-r","A10_7",0,"Gut_Add-r: Aquaculture salmon strain"
"27","A10r-L7_S9",22,"A10",7,"Aquaculture salmon strain","Microbacteriaceae","Gut_Add-r","A10_7",0,"Gut_Add-r: Aquaculture salmon strain"
"28","A10r-L7_S9",22,"A10",7,"Aquaculture salmon strain","Micrococcaceae","Gut_Add-r","A10_7",6.44015303333941,"Gut_Add-r: Aquaculture salmon strain"
"29","A10r-L7_S9",22,"A10",7,"Aquaculture salmon strain","Moraxellaceae","Gut_Add-r","A10_7",0,"Gut_Add-r: Aquaculture salmon strain"
"30","A10r-L7_S9",22,"A10",7,"Aquaculture salmon strain","Neisseriaceae","Gut_Add-r","A10_7",0,"Gut_Add-r: Aquaculture salmon strain"
"31","A10r-L7_S9",22,"A10",7,"Aquaculture salmon strain","Oxalobacteraceae","Gut_Add-r","A10_7",20.7414829659319,"Gut_Add-r: Aquaculture salmon strain"
"32","A10r-L7_S9",22,"A10",7,"Aquaculture salmon strain","Planococcaceae","Gut_Add-r","A10_7",0,"Gut_Add-r: Aquaculture salmon strain"
"33","A10r-L7_S9",22,"A10",7,"Aquaculture salmon strain","Propionibacteriaceae","Gut_Add-r","A10_7",0.30971032975041,"Gut_Add-r: Aquaculture salmon strain"
"34","A10r-L7_S9",22,"A10",7,"Aquaculture salmon strain","Pseudomonadaceae","Gut_Add-r","A10_7",36.2998724722172,"Gut_Add-r: Aquaculture salmon strain"
"35","A10r-L7_S9",22,"A10",7,"Aquaculture salmon strain","Rhodobacteraceae","Gut_Add-r","A10_7",0.0728730187648023,"Gut_Add-r: Aquaculture salmon strain"
"36","A10r-L7_S9",22,"A10",7,"Aquaculture salmon strain","Sphingomonadaceae","Gut_Add-r","A10_7",0.0364365093824012,"Gut_Add-r: Aquaculture salmon strain"
"37","A10r-L7_S9",22,"A10",7,"Aquaculture salmon strain","Staphylococcaceae","Gut_Add-r","A10_7",0,"Gut_Add-r: Aquaculture salmon strain"
"38","A10r-L7_S9",22,"A10",7,"Aquaculture salmon strain","Streptococcaceae","Gut_Add-r","A10_7",0,"Gut_Add-r: Aquaculture salmon strain"
"39","A10r-L7_S9",22,"A10",7,"Aquaculture salmon strain","Thermaceae","Gut_Add-r","A10_7",0,"Gut_Add-r: Aquaculture salmon strain"
"40","A10r-L7_S9",22,"A10",7,"Aquaculture salmon strain","Unassigned","Gut_Add-r","A10_7",20.4591000182183,"Gut_Add-r: Aquaculture salmon strain"
"41","A10r-L8_S10",22,"A10",8,"Aquaculture salmon strain","Comamonadaceae","Gut_Add-r","A10_8",0,"Gut_Add-r: Aquaculture salmon strain"
"42","A10r-L8_S10",22,"A10",8,"Aquaculture salmon strain","Corynebacteriaceae","Gut_Add-r","A10_8",0,"Gut_Add-r: Aquaculture salmon strain"
"43","A10r-L8_S10",22,"A10",8,"Aquaculture salmon strain","Flavobacteriaceae","Gut_Add-r","A10_8",6.82066205893052,"Gut_Add-r: Aquaculture salmon strain"
"44","A10r-L8_S10",22,"A10",8,"Aquaculture salmon strain","Geodermatophilaceae","Gut_Add-r","A10_8",19.4979992724627,"Gut_Add-r: Aquaculture salmon strain"
"45","A10r-L8_S10",22,"A10",8,"Aquaculture salmon strain","Lactobacillaceae","Gut_Add-r","A10_8",0.0545652964714442,"Gut_Add-r: Aquaculture salmon strain"
"46","A10r-L8_S10",22,"A10",8,"Aquaculture salmon strain","Methylobacteriaceae","Gut_Add-r","A10_8",0,"Gut_Add-r: Aquaculture salmon strain"
"47","A10r-L8_S10",22,"A10",8,"Aquaculture salmon strain","Microbacteriaceae","Gut_Add-r","A10_8",0,"Gut_Add-r: Aquaculture salmon strain"
"48","A10r-L8_S10",22,"A10",8,"Aquaculture salmon strain","Micrococcaceae","Gut_Add-r","A10_8",1.30956711531466,"Gut_Add-r: Aquaculture salmon strain"
"49","A10r-L8_S10",22,"A10",8,"Aquaculture salmon strain","Moraxellaceae","Gut_Add-r","A10_8",0,"Gut_Add-r: Aquaculture salmon strain"
"50","A10r-L8_S10",22,"A10",8,"Aquaculture salmon strain","Neisseriaceae","Gut_Add-r","A10_8",0,"Gut_Add-r: Aquaculture salmon strain"
"51","A10r-L8_S10",22,"A10",8,"Aquaculture salmon strain","Oxalobacteraceae","Gut_Add-r","A10_8",3.7104401600582,"Gut_Add-r: Aquaculture salmon strain"
"52","A10r-L8_S10",22,"A10",8,"Aquaculture salmon strain","Planococcaceae","Gut_Add-r","A10_8",0,"Gut_Add-r: Aquaculture salmon strain"
"53","A10r-L8_S10",22,"A10",8,"Aquaculture salmon strain","Propionibacteriaceae","Gut_Add-r","A10_8",0.0181884321571481,"Gut_Add-r: Aquaculture salmon strain"
"54","A10r-L8_S10",22,"A10",8,"Aquaculture salmon strain","Pseudomonadaceae","Gut_Add-r","A10_8",0,"Gut_Add-r: Aquaculture salmon strain"
"55","A10r-L8_S10",22,"A10",8,"Aquaculture salmon strain","Rhodobacteraceae","Gut_Add-r","A10_8",14.6416878865042,"Gut_Add-r: Aquaculture salmon strain"
"56","A10r-L8_S10",22,"A10",8,"Aquaculture salmon strain","Sphingomonadaceae","Gut_Add-r","A10_8",0,"Gut_Add-r: Aquaculture salmon strain"
"57","A10r-L8_S10",22,"A10",8,"Aquaculture salmon strain","Staphylococcaceae","Gut_Add-r","A10_8",0,"Gut_Add-r: Aquaculture salmon strain"
"58","A10r-L8_S10",22,"A10",8,"Aquaculture salmon strain","Streptococcaceae","Gut_Add-r","A10_8",0,"Gut_Add-r: Aquaculture salmon strain"
"59","A10r-L8_S10",22,"A10",8,"Aquaculture salmon strain","Thermaceae","Gut_Add-r","A10_8",0,"Gut_Add-r: Aquaculture salmon strain"
"60","A10r-L8_S10",22,"A10",8,"Aquaculture salmon strain","Unassigned","Gut_Add-r","A10_8",0.154601673335758,"Gut_Add-r: Aquaculture salmon strain"
"61","A10r-L9_S11",22,"A10",9,"Aquaculture salmon strain","Comamonadaceae","Gut_Add-r","A10_9",0.357470210815765,"Gut_Add-r: Aquaculture salmon strain"
"62","A10r-L9_S11",22,"A10",9,"Aquaculture salmon strain","Corynebacteriaceae","Gut_Add-r","A10_9",0,"Gut_Add-r: Aquaculture salmon strain"
"63","A10r-L9_S11",22,"A10",9,"Aquaculture salmon strain","Flavobacteriaceae","Gut_Add-r","A10_9",0.430797433547204,"Gut_Add-r: Aquaculture salmon strain"
"64","A10r-L9_S11",22,"A10",9,"Aquaculture salmon strain","Geodermatophilaceae","Gut_Add-r","A10_9",0,"Gut_Add-r: Aquaculture salmon strain"
"65","A10r-L9_S11",22,"A10",9,"Aquaculture salmon strain","Lactobacillaceae","Gut_Add-r","A10_9",0,"Gut_Add-r: Aquaculture salmon strain"
"66","A10r-L9_S11",22,"A10",9,"Aquaculture salmon strain","Methylobacteriaceae","Gut_Add-r","A10_9",12.4106324472961,"Gut_Add-r: Aquaculture salmon strain"
"67","A10r-L9_S11",22,"A10",9,"Aquaculture salmon strain","Microbacteriaceae","Gut_Add-r","A10_9",4.71127406049496,"Gut_Add-r: Aquaculture salmon strain"
"68","A10r-L9_S11",22,"A10",9,"Aquaculture salmon strain","Micrococcaceae","Gut_Add-r","A10_9",0,"Gut_Add-r: Aquaculture salmon strain"
"69","A10r-L9_S11",22,"A10",9,"Aquaculture salmon strain","Moraxellaceae","Gut_Add-r","A10_9",0,"Gut_Add-r: Aquaculture salmon strain"
"70","A10r-L9_S11",22,"A10",9,"Aquaculture salmon strain","Neisseriaceae","Gut_Add-r","A10_9",0,"Gut_Add-r: Aquaculture salmon strain"
"71","A10r-L9_S11",22,"A10",9,"Aquaculture salmon strain","Oxalobacteraceae","Gut_Add-r","A10_9",2.52062328139322,"Gut_Add-r: Aquaculture salmon strain"
"72","A10r-L9_S11",22,"A10",9,"Aquaculture salmon strain","Planococcaceae","Gut_Add-r","A10_9",0,"Gut_Add-r: Aquaculture salmon strain"
"73","A10r-L9_S11",22,"A10",9,"Aquaculture salmon strain","Propionibacteriaceae","Gut_Add-r","A10_9",0,"Gut_Add-r: Aquaculture salmon strain"
"74","A10r-L9_S11",22,"A10",9,"Aquaculture salmon strain","Pseudomonadaceae","Gut_Add-r","A10_9",67.6076993583868,"Gut_Add-r: Aquaculture salmon strain"
"75","A10r-L9_S11",22,"A10",9,"Aquaculture salmon strain","Rhodobacteraceae","Gut_Add-r","A10_9",0,"Gut_Add-r: Aquaculture salmon strain"
"76","A10r-L9_S11",22,"A10",9,"Aquaculture salmon strain","Sphingomonadaceae","Gut_Add-r","A10_9",0,"Gut_Add-r: Aquaculture salmon strain"
"77","A10r-L9_S11",22,"A10",9,"Aquaculture salmon strain","Staphylococcaceae","Gut_Add-r","A10_9",0,"Gut_Add-r: Aquaculture salmon strain"
"78","A10r-L9_S11",22,"A10",9,"Aquaculture salmon strain","Streptococcaceae","Gut_Add-r","A10_9",0,"Gut_Add-r: Aquaculture salmon strain"
"79","A10r-L9_S11",22,"A10",9,"Aquaculture salmon strain","Thermaceae","Gut_Add-r","A10_9",0,"Gut_Add-r: Aquaculture salmon strain"
"80","A10r-L9_S11",22,"A10",9,"Aquaculture salmon strain","Unassigned","Gut_Add-r","A10_9",11.6406966086159,"Gut_Add-r: Aquaculture salmon strain"
"81","A11K-L10_S44",22,"A11",10,"Aquaculture salmon strain","Comamonadaceae","Gut_Add-K","A11_10",0.0365130077590142,"Gut_Add-K: Aquaculture salmon strain"
"82","A11K-L10_S44",22,"A11",10,"Aquaculture salmon strain","Corynebacteriaceae","Gut_Add-K","A11_10",0,"Gut_Add-K: Aquaculture salmon strain"
"83","A11K-L10_S44",22,"A11",10,"Aquaculture salmon strain","Flavobacteriaceae","Gut_Add-K","A11_10",0,"Gut_Add-K: Aquaculture salmon strain"
"84","A11K-L10_S44",22,"A11",10,"Aquaculture salmon strain","Geodermatophilaceae","Gut_Add-K","A11_10",0,"Gut_Add-K: Aquaculture salmon strain"
"85","A11K-L10_S44",22,"A11",10,"Aquaculture salmon strain","Lactobacillaceae","Gut_Add-K","A11_10",1.78913738019169,"Gut_Add-K: Aquaculture salmon strain"
"86","A11K-L10_S44",22,"A11",10,"Aquaculture salmon strain","Methylobacteriaceae","Gut_Add-K","A11_10",0.885440438156093,"Gut_Add-K: Aquaculture salmon strain"
"87","A11K-L10_S44",22,"A11",10,"Aquaculture salmon strain","Microbacteriaceae","Gut_Add-K","A11_10",0,"Gut_Add-K: Aquaculture salmon strain"
"88","A11K-L10_S44",22,"A11",10,"Aquaculture salmon strain","Micrococcaceae","Gut_Add-K","A11_10",0,"Gut_Add-K: Aquaculture salmon strain"
"89","A11K-L10_S44",22,"A11",10,"Aquaculture salmon strain","Moraxellaceae","Gut_Add-K","A11_10",9.00045641259699,"Gut_Add-K: Aquaculture salmon strain"
"90","A11K-L10_S44",22,"A11",10,"Aquaculture salmon strain","Neisseriaceae","Gut_Add-K","A11_10",0,"Gut_Add-K: Aquaculture salmon strain"
"91","A11K-L10_S44",22,"A11",10,"Aquaculture salmon strain","Oxalobacteraceae","Gut_Add-K","A11_10",51.4468279324509,"Gut_Add-K: Aquaculture salmon strain"
"92","A11K-L10_S44",22,"A11",10,"Aquaculture salmon strain","Planococcaceae","Gut_Add-K","A11_10",0,"Gut_Add-K: Aquaculture salmon strain"
"93","A11K-L10_S44",22,"A11",10,"Aquaculture salmon strain","Propionibacteriaceae","Gut_Add-K","A11_10",3.06709265175719,"Gut_Add-K: Aquaculture salmon strain"
"94","A11K-L10_S44",22,"A11",10,"Aquaculture salmon strain","Pseudomonadaceae","Gut_Add-K","A11_10",9.90415335463259,"Gut_Add-K: Aquaculture salmon strain"
"95","A11K-L10_S44",22,"A11",10,"Aquaculture salmon strain","Rhodobacteraceae","Gut_Add-K","A11_10",0,"Gut_Add-K: Aquaculture salmon strain"
"96","A11K-L10_S44",22,"A11",10,"Aquaculture salmon strain","Sphingomonadaceae","Gut_Add-K","A11_10",2.23642172523962,"Gut_Add-K: Aquaculture salmon strain"
"97","A11K-L10_S44",22,"A11",10,"Aquaculture salmon strain","Staphylococcaceae","Gut_Add-K","A11_10",0.0273847558192606,"Gut_Add-K: Aquaculture salmon strain"
"98","A11K-L10_S44",22,"A11",10,"Aquaculture salmon strain","Streptococcaceae","Gut_Add-K","A11_10",0,"Gut_Add-K: Aquaculture salmon strain"
"99","A11K-L10_S44",22,"A11",10,"Aquaculture salmon strain","Thermaceae","Gut_Add-K","A11_10",8.47101780009128,"Gut_Add-K: Aquaculture salmon strain"
"100","A11K-L10_S44",22,"A11",10,"Aquaculture salmon strain","Unassigned","Gut_Add-K","A11_10",10.8991328160657,"Gut_Add-K: Aquaculture salmon strain"
"101","A11K-L7_S41",22,"A11",7,"Aquaculture salmon strain","Comamonadaceae","Gut_Add-K","A11_7",0.0182116190129302,"Gut_Add-K: Aquaculture salmon strain"
"102","A11K-L7_S41",22,"A11",7,"Aquaculture salmon strain","Corynebacteriaceae","Gut_Add-K","A11_7",2.61336732835549,"Gut_Add-K: Aquaculture salmon strain"
"103","A11K-L7_S41",22,"A11",7,"Aquaculture salmon strain","Flavobacteriaceae","Gut_Add-K","A11_7",1.64815152067019,"Gut_Add-K: Aquaculture salmon strain"
"104","A11K-L7_S41",22,"A11",7,"Aquaculture salmon strain","Geodermatophilaceae","Gut_Add-K","A11_7",0,"Gut_Add-K: Aquaculture salmon strain"
"105","A11K-L7_S41",22,"A11",7,"Aquaculture salmon strain","Lactobacillaceae","Gut_Add-K","A11_7",0,"Gut_Add-K: Aquaculture salmon strain"
"106","A11K-L7_S41",22,"A11",7,"Aquaculture salmon strain","Methylobacteriaceae","Gut_Add-K","A11_7",0.100163904571116,"Gut_Add-K: Aquaculture salmon strain"
"107","A11K-L7_S41",22,"A11",7,"Aquaculture salmon strain","Microbacteriaceae","Gut_Add-K","A11_7",0,"Gut_Add-K: Aquaculture salmon strain"
"108","A11K-L7_S41",22,"A11",7,"Aquaculture salmon strain","Micrococcaceae","Gut_Add-K","A11_7",0,"Gut_Add-K: Aquaculture salmon strain"
"109","A11K-L7_S41",22,"A11",7,"Aquaculture salmon strain","Moraxellaceae","Gut_Add-K","A11_7",0,"Gut_Add-K: Aquaculture salmon strain"
"110","A11K-L7_S41",22,"A11",7,"Aquaculture salmon strain","Neisseriaceae","Gut_Add-K","A11_7",0,"Gut_Add-K: Aquaculture salmon strain"
"111","A11K-L7_S41",22,"A11",7,"Aquaculture salmon strain","Oxalobacteraceae","Gut_Add-K","A11_7",22.7645237661628,"Gut_Add-K: Aquaculture salmon strain"
"112","A11K-L7_S41",22,"A11",7,"Aquaculture salmon strain","Planococcaceae","Gut_Add-K","A11_7",0,"Gut_Add-K: Aquaculture salmon strain"
"113","A11K-L7_S41",22,"A11",7,"Aquaculture salmon strain","Propionibacteriaceae","Gut_Add-K","A11_7",9.2423966490621,"Gut_Add-K: Aquaculture salmon strain"
"114","A11K-L7_S41",22,"A11",7,"Aquaculture salmon strain","Pseudomonadaceae","Gut_Add-K","A11_7",15.916955017301,"Gut_Add-K: Aquaculture salmon strain"
"115","A11K-L7_S41",22,"A11",7,"Aquaculture salmon strain","Rhodobacteraceae","Gut_Add-K","A11_7",0,"Gut_Add-K: Aquaculture salmon strain"
"116","A11K-L7_S41",22,"A11",7,"Aquaculture salmon strain","Sphingomonadaceae","Gut_Add-K","A11_7",0,"Gut_Add-K: Aquaculture salmon strain"
"117","A11K-L7_S41",22,"A11",7,"Aquaculture salmon strain","Staphylococcaceae","Gut_Add-K","A11_7",0.0182116190129302,"Gut_Add-K: Aquaculture salmon strain"
"118","A11K-L7_S41",22,"A11",7,"Aquaculture salmon strain","Streptococcaceae","Gut_Add-K","A11_7",0,"Gut_Add-K: Aquaculture salmon strain"
"119","A11K-L7_S41",22,"A11",7,"Aquaculture salmon strain","Thermaceae","Gut_Add-K","A11_7",0,"Gut_Add-K: Aquaculture salmon strain"
"120","A11K-L7_S41",22,"A11",7,"Aquaculture salmon strain","Unassigned","Gut_Add-K","A11_7",30.285922418503,"Gut_Add-K: Aquaculture salmon strain"
"121","A11K-L8_S42",22,"A11",8,"Aquaculture salmon strain","Comamonadaceae","Gut_Add-K","A11_8",9.2205062597094,"Gut_Add-K: Aquaculture salmon strain"
"122","A11K-L8_S42",22,"A11",8,"Aquaculture salmon strain","Corynebacteriaceae","Gut_Add-K","A11_8",0,"Gut_Add-K: Aquaculture salmon strain"
"123","A11K-L8_S42",22,"A11",8,"Aquaculture salmon strain","Flavobacteriaceae","Gut_Add-K","A11_8",0,"Gut_Add-K: Aquaculture salmon strain"
"124","A11K-L8_S42",22,"A11",8,"Aquaculture salmon strain","Geodermatophilaceae","Gut_Add-K","A11_8",0,"Gut_Add-K: Aquaculture salmon strain"
"125","A11K-L8_S42",22,"A11",8,"Aquaculture salmon strain","Lactobacillaceae","Gut_Add-K","A11_8",0,"Gut_Add-K: Aquaculture salmon strain"
"126","A11K-L8_S42",22,"A11",8,"Aquaculture salmon strain","Methylobacteriaceae","Gut_Add-K","A11_8",0,"Gut_Add-K: Aquaculture salmon strain"
"127","A11K-L8_S42",22,"A11",8,"Aquaculture salmon strain","Microbacteriaceae","Gut_Add-K","A11_8",0,"Gut_Add-K: Aquaculture salmon strain"
"128","A11K-L8_S42",22,"A11",8,"Aquaculture salmon strain","Micrococcaceae","Gut_Add-K","A11_8",2.81458466599653,"Gut_Add-K: Aquaculture salmon strain"
"129","A11K-L8_S42",22,"A11",8,"Aquaculture salmon strain","Moraxellaceae","Gut_Add-K","A11_8",0,"Gut_Add-K: Aquaculture salmon strain"
"130","A11K-L8_S42",22,"A11",8,"Aquaculture salmon strain","Neisseriaceae","Gut_Add-K","A11_8",0,"Gut_Add-K: Aquaculture salmon strain"
"131","A11K-L8_S42",22,"A11",8,"Aquaculture salmon strain","Oxalobacteraceae","Gut_Add-K","A11_8",20.5245362332084,"Gut_Add-K: Aquaculture salmon strain"
"132","A11K-L8_S42",22,"A11",8,"Aquaculture salmon strain","Planococcaceae","Gut_Add-K","A11_8",0,"Gut_Add-K: Aquaculture salmon strain"
"133","A11K-L8_S42",22,"A11",8,"Aquaculture salmon strain","Propionibacteriaceae","Gut_Add-K","A11_8",0,"Gut_Add-K: Aquaculture salmon strain"
"134","A11K-L8_S42",22,"A11",8,"Aquaculture salmon strain","Pseudomonadaceae","Gut_Add-K","A11_8",13.5337658777301,"Gut_Add-K: Aquaculture salmon strain"
"135","A11K-L8_S42",22,"A11",8,"Aquaculture salmon strain","Rhodobacteraceae","Gut_Add-K","A11_8",11.0116055926163,"Gut_Add-K: Aquaculture salmon strain"
"136","A11K-L8_S42",22,"A11",8,"Aquaculture salmon strain","Sphingomonadaceae","Gut_Add-K","A11_8",8.87325230741113,"Gut_Add-K: Aquaculture salmon strain"
"137","A11K-L8_S42",22,"A11",8,"Aquaculture salmon strain","Staphylococcaceae","Gut_Add-K","A11_8",8.70876359316458,"Gut_Add-K: Aquaculture salmon strain"
"138","A11K-L8_S42",22,"A11",8,"Aquaculture salmon strain","Streptococcaceae","Gut_Add-K","A11_8",0,"Gut_Add-K: Aquaculture salmon strain"
"139","A11K-L8_S42",22,"A11",8,"Aquaculture salmon strain","Thermaceae","Gut_Add-K","A11_8",0,"Gut_Add-K: Aquaculture salmon strain"
"140","A11K-L8_S42",22,"A11",8,"Aquaculture salmon strain","Unassigned","Gut_Add-K","A11_8",15.6812574248378,"Gut_Add-K: Aquaculture salmon strain"
"141","A11K-L9_S43",22,"A11",9,"Aquaculture salmon strain","Comamonadaceae","Gut_Add-K","A11_9",0.0273373428102788,"Gut_Add-K: Aquaculture salmon strain"
"142","A11K-L9_S43",22,"A11",9,"Aquaculture salmon strain","Corynebacteriaceae","Gut_Add-K","A11_9",0,"Gut_Add-K: Aquaculture salmon strain"
"143","A11K-L9_S43",22,"A11",9,"Aquaculture salmon strain","Flavobacteriaceae","Gut_Add-K","A11_9",13.1219245489338,"Gut_Add-K: Aquaculture salmon strain"
"144","A11K-L9_S43",22,"A11",9,"Aquaculture salmon strain","Geodermatophilaceae","Gut_Add-K","A11_9",7.01658465463824,"Gut_Add-K: Aquaculture salmon strain"
"145","A11K-L9_S43",22,"A11",9,"Aquaculture salmon strain","Lactobacillaceae","Gut_Add-K","A11_9",0,"Gut_Add-K: Aquaculture salmon strain"
"146","A11K-L9_S43",22,"A11",9,"Aquaculture salmon strain","Methylobacteriaceae","Gut_Add-K","A11_9",0,"Gut_Add-K: Aquaculture salmon strain"
"147","A11K-L9_S43",22,"A11",9,"Aquaculture salmon strain","Microbacteriaceae","Gut_Add-K","A11_9",0,"Gut_Add-K: Aquaculture salmon strain"
"148","A11K-L9_S43",22,"A11",9,"Aquaculture salmon strain","Micrococcaceae","Gut_Add-K","A11_9",0.191361399671952,"Gut_Add-K: Aquaculture salmon strain"
"149","A11K-L9_S43",22,"A11",9,"Aquaculture salmon strain","Moraxellaceae","Gut_Add-K","A11_9",1.79515217787498,"Gut_Add-K: Aquaculture salmon strain"
"150","A11K-L9_S43",22,"A11",9,"Aquaculture salmon strain","Neisseriaceae","Gut_Add-K","A11_9",0,"Gut_Add-K: Aquaculture salmon strain"
"151","A11K-L9_S43",22,"A11",9,"Aquaculture salmon strain","Oxalobacteraceae","Gut_Add-K","A11_9",17.3774375797339,"Gut_Add-K: Aquaculture salmon strain"
"152","A11K-L9_S43",22,"A11",9,"Aquaculture salmon strain","Planococcaceae","Gut_Add-K","A11_9",0,"Gut_Add-K: Aquaculture salmon strain"
"153","A11K-L9_S43",22,"A11",9,"Aquaculture salmon strain","Propionibacteriaceae","Gut_Add-K","A11_9",0.0455622380171314,"Gut_Add-K: Aquaculture salmon strain"
"154","A11K-L9_S43",22,"A11",9,"Aquaculture salmon strain","Pseudomonadaceae","Gut_Add-K","A11_9",16.2292691817022,"Gut_Add-K: Aquaculture salmon strain"
"155","A11K-L9_S43",22,"A11",9,"Aquaculture salmon strain","Rhodobacteraceae","Gut_Add-K","A11_9",0,"Gut_Add-K: Aquaculture salmon strain"
"156","A11K-L9_S43",22,"A11",9,"Aquaculture salmon strain","Sphingomonadaceae","Gut_Add-K","A11_9",0,"Gut_Add-K: Aquaculture salmon strain"
"157","A11K-L9_S43",22,"A11",9,"Aquaculture salmon strain","Staphylococcaceae","Gut_Add-K","A11_9",0.273373428102788,"Gut_Add-K: Aquaculture salmon strain"
"158","A11K-L9_S43",22,"A11",9,"Aquaculture salmon strain","Streptococcaceae","Gut_Add-K","A11_9",0,"Gut_Add-K: Aquaculture salmon strain"
"159","A11K-L9_S43",22,"A11",9,"Aquaculture salmon strain","Thermaceae","Gut_Add-K","A11_9",0,"Gut_Add-K: Aquaculture salmon strain"
"160","A11K-L9_S43",22,"A11",9,"Aquaculture salmon strain","Unassigned","Gut_Add-K","A11_9",36.404228175688,"Gut_Add-K: Aquaculture salmon strain"
"161","A13r-L10_S16",22,"A13",10,"Aquaculture salmon strain","Comamonadaceae","Gut_Add-r","A13_10",0.0183452577508714,"Gut_Add-r: Aquaculture salmon strain"
"162","A13r-L10_S16",22,"A13",10,"Aquaculture salmon strain","Corynebacteriaceae","Gut_Add-r","A13_10",0,"Gut_Add-r: Aquaculture salmon strain"
"163","A13r-L10_S16",22,"A13",10,"Aquaculture salmon strain","Flavobacteriaceae","Gut_Add-r","A13_10",0,"Gut_Add-r: Aquaculture salmon strain"
